Script started on Monday 20 October 2014 05:14:49 PM CDT
root@naveen-Inspiron-1525: /home/naveenroot@naveen-Inspiron-1525:/home/naveen# 
Welcome to the MySQL monitor.  Commands end with ; or \g.
Your MySQL connection id is 39
Server version: 5.5.34-0ubuntu0.13.04.1 (Ubuntu)

Copyright (c) 2000, 2013, Oracle and/or its affiliates. All rights reserved.

Oracle is a registered trademark of Oracle Corporation and/or its
affiliates. Other names may be trademarks of their respective
owners.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.

mysql> 
mysql> show tables;
ERROR 1046 (3D000): No database selected
mysql> use soccerLeague2014;
+--------------------+
| Database           |
+--------------------+
| information_schema |
| mysql              |
| naveen             |
| performance_schema |
| soccerLeague2014   |
| test               |
+--------------------+
6 rows in set (0.00 sec)

mysql> use soccerLeague2014;
Reading table information for completion of table and column names
You can turn off this feature to get a quicker startup with -A

Database changed
mysql> show tables;
+----------------------------+
| Tables_in_soccerLeague2014 |
+----------------------------+
| Club                       |
| Fixtures                   |
| Fouls                      |
| Goals                      |
| LeaguePlayer               |
| LineUp                     |
| Manager                    |
| PastMatches                |
| PlayerMatchStats           |
| Referee                    |
| Seasons                    |
| Squad                      |
| SquadManager               |
| SquadPlayers               |
| Standings                  |
| Substitute                 |
| TeamMatchStats             |
+----------------------------+
17 rows in set (0.00 sec)

mysql> select * from Club;
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
| ClubId | ClubName            | Founded    | ClubOwner        | Chairman         | Nickname         | Mascot   | CurrentAwayColor | CurrentHomeColor | Stadium                               |
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
|      1 | Atletico de Kolkata | 2014-08-08 | Sourav Ganguly   | Sanjiv Goenka    | Sanjiv Goenka    | Lion     | Black            | Red              | Salt Lake Stadium                     |
|      2 | Chennaiyin          | 2014-08-03 | MS Dhoni         | A Bachchan       | A Bachchan       | Monster  | White            | Yellow           | Jawaharlal Nehru Stadium (Chennai)    |
|      3 | Delhi Dynamos       | 2014-07-31 | S.N. Sharma      | S.N. Sharma      | S.N. Sharma      | Plane    | Blue             | Green            | Jawaharlal Nehru Stadium (Delhi)      |
|      4 | Goa                 | 2014-08-04 | Virat Kohli      | Venugopal Dhoot  | Venugopal Dhoot  | Bull     | Green            | Brown            | Fatorda Stadium                       |
|      5 | Kerala Blasters     | 2014-08-15 | Sachin Tendulkar | Prasad V Potluri | Prasad V Potluri | Elephant | Red              | Black            | Jawaharlal Nehru Stadium (Kochi)      |
|      6 | Mumbai City         | 2014-08-01 | Ranbir Kapoor    | Bimal Parekh     | Bimal Parekh     | Train    | Brown            | White            | DY Patil Stadium                      |
|      7 | NorthEast United    | 2014-05-07 | John Abraham     | Shillong Lajong  | Shillong Lajong  | Stars    | Purpule          | Purpule          | Indira Gandhi Athletic Stadium        |
|      8 | Pune City           | 2014-08-21 | Hrithik Roshan   | Gaurav Modwel    | Gaurav Modwel    | Horse    | Yellow           | Blue             | Shree Shiv Chhatrapati Sports Complex |
+--------+---------------------+------------+------------------+------------------+------------------+----------+------------------+------------------+---------------------------------------+
8 rows in set (0.00 sec)

mysql> select * from Club;[1P;[1P;[1P;[1P;L;e;a;g;u;e;P;l;a;y;e;r;
+----------+-------------+-----------+------+-------------+------------+---------------+--------------+-----------+
| PlayerID | FirstName   | LastName  | Age  | Nationality | DebutDate  | CurrentClubID | TotalMatches | isRetired |
|   1420 |     355 |        5 |          3 | Corner    |
|   1421 |     356 |        7 |         87 | Corner    |
|   1422 |     356 |        6 |         15 | Regular   |
|   1423 |     356 |        6 |         82 | Corner    |
|   1424 |     356 |        6 |         17 | Free-kick |
|   1425 |     357 |        7 |         32 | Corner    |
|   1426 |     357 |        8 |         21 | Corner    |
|   1427 |     357 |        8 |         51 | Corner    |
|   1428 |     357 |        8 |         34 | Regular   |
|   1429 |     358 |        7 |         15 | Free-kick |
|   1430 |     358 |        1 |         76 | Regular   |
|   1431 |     358 |        1 |         43 | Free-kick |
|   1432 |     358 |        1 |         17 | Corner    |
|   1433 |     359 |        7 |          0 | Free-kick |
|   1434 |     359 |        7 |         57 | Regular   |
|   1435 |     359 |        7 |          1 | Free-kick |
|   1436 |     359 |        2 |         13 | Corner    |
|   1437 |     360 |        7 |         43 | Regular   |
|   1438 |     360 |        3 |         63 | Regular   |
|   1439 |     360 |        3 |         37 | Corner    |
|   1440 |     360 |        3 |         55 | Regular   |
|   1441 |     361 |        7 |         35 | Free-kick |
|   1442 |     361 |        7 |         14 | Regular   |
|   1443 |     361 |        4 |         24 | Regular   |
|   1444 |     361 |        4 |         56 | Regular   |
|   1445 |     362 |        7 |         21 | Free-kick |
|   1446 |     362 |        7 |         59 | Regular   |
|   1447 |     362 |        7 |          3 | Regular   |
|   1448 |     362 |        5 |         44 | Free-kick |
|   1449 |     363 |        7 |         52 | Free-kick |
|   1450 |     363 |        7 |         63 | Regular   |
|   1451 |     363 |        7 |         78 | Regular   |
|   1452 |     363 |        6 |          1 | Regular   |
|   1453 |     364 |        7 |         59 | Regular   |
|   1454 |     364 |        7 |         31 | Free-kick |
|   1455 |     364 |        8 |          7 | Regular   |
|   1456 |     364 |        8 |         18 | Free-kick |
|   1457 |     365 |        7 |         17 | Regular   |
|   1458 |     365 |        7 |          3 | Corner    |
|   1459 |     365 |        7 |         80 | Corner    |
|   1460 |     365 |        1 |         20 | Corner    |
|   1461 |     366 |        7 |         46 | Regular   |
|   1462 |     366 |        2 |         16 | Free-kick |
|   1463 |     366 |        2 |         52 | Free-kick |
|   1464 |     366 |        2 |         10 | Free-kick |
|   1465 |     367 |        7 |          0 | Corner    |
|   1466 |     367 |        3 |         21 | Corner    |
|   1467 |     367 |        3 |         21 | Regular   |
|   1468 |     367 |        3 |          4 | Regular   |
|   1469 |     368 |        7 |         44 | Free-kick |
|   1470 |     368 |        4 |         28 | Free-kick |
|   1471 |     368 |        4 |         82 | Corner    |
|   1472 |     368 |        4 |         31 | Corner    |
|   1473 |     369 |        5 |         77 | Regular   |
|   1474 |     369 |        5 |         65 | Free-kick |
|   1475 |     369 |        5 |         78 | Corner    |
|   1476 |     369 |        5 |         21 | Corner    |
|   1477 |     370 |        7 |         84 | Regular   |
|   1478 |     370 |        6 |          1 | Free-kick |
|   1479 |     370 |        6 |         27 | Corner    |
|   1480 |     370 |        6 |          3 | Free-kick |
|   1481 |     371 |        7 |         52 | Regular   |
|   1482 |     371 |        7 |         63 | Free-kick |
|   1483 |     371 |        8 |         82 | Regular   |
|   1484 |     371 |        8 |          4 | Free-kick |
|   1485 |     372 |        7 |         11 | Regular   |
|   1486 |     372 |        7 |         26 | Regular   |
|   1487 |     372 |        1 |         29 | Corner    |
|   1488 |     372 |        1 |         40 | Corner    |
|   1489 |     373 |        7 |         60 | Corner    |
|   1490 |     373 |        7 |         88 | Regular   |
|   1491 |     373 |        2 |         78 | Regular   |
|   1492 |     373 |        2 |         17 | Corner    |
|   1493 |     374 |        7 |         42 | Free-kick |
|   1494 |     374 |        3 |         57 | Free-kick |
|   1495 |     374 |        3 |         78 | Regular   |
|   1496 |     374 |        3 |         75 | Corner    |
|   1497 |     375 |        4 |         57 | Corner    |
|   1498 |     375 |        4 |         23 | Free-kick |
|   1499 |     375 |        4 |         19 | Free-kick |
|   1500 |     375 |        4 |         12 | Free-kick |
|   1501 |     376 |        7 |         31 | Free-kick |
|   1502 |     376 |        5 |         55 | Free-kick |
|   1503 |     376 |        5 |         86 | Corner    |
|   1504 |     376 |        5 |         75 | Corner    |
|   1505 |     377 |        7 |         26 | Corner    |
|   1506 |     377 |        7 |         23 | Free-kick |
|   1507 |     377 |        6 |         72 | Corner    |
|   1508 |     377 |        6 |         58 | Corner    |
|   1509 |     378 |        7 |         36 | Free-kick |
|   1510 |     378 |        7 |         54 | Corner    |
|   1511 |     378 |        7 |          0 | Corner    |
|   1512 |     378 |        8 |         16 | Free-kick |
|   1513 |     379 |        7 |         71 | Regular   |
|   1514 |     379 |        1 |         56 | Regular   |
|   1515 |     379 |        1 |         76 | Free-kick |
|   1516 |     379 |        1 |         85 | Corner    |
|   1517 |     380 |        7 |         61 | Regular   |
|   1518 |     380 |        7 |         87 | Regular   |
|   1519 |     380 |        2 |         60 | Regular   |
|   1520 |     380 |        2 |         80 | Corner    |
|   1521 |     381 |        3 |         43 | Regular   |
|   1522 |     381 |        3 |         62 | Corner    |
|   1523 |     381 |        3 |         60 | Corner    |
|   1524 |     381 |        3 |         47 | Corner    |
|   1525 |     382 |        7 |         86 | Corner    |
|   1526 |     382 |        7 |         68 | Corner    |
|   1527 |     382 |        4 |          9 | Corner    |
|   1528 |     382 |        4 |         68 | Corner    |
|   1529 |     383 |        7 |         27 | Corner    |
|   1530 |     383 |        7 |         20 | Corner    |
|   1531 |     383 |        5 |         61 | Free-kick |
|   1532 |     383 |        5 |         20 | Free-kick |
|   1533 |     384 |        6 |          5 | Corner    |
|   1534 |     384 |        6 |         89 | Regular   |
|   1535 |     384 |        6 |         59 | Regular   |
|   1536 |     384 |        6 |         33 | Corner    |
|   1537 |     385 |        7 |          9 | Regular   |
|   1538 |     385 |        8 |         70 | Free-kick |
|   1539 |     385 |        8 |         56 | Free-kick |
|   1540 |     385 |        8 |         54 | Free-kick |
|   1541 |     386 |        7 |         78 | Free-kick |
|   1542 |     386 |        7 |         77 | Regular   |
|   1543 |     386 |        7 |         88 | Regular   |
|   1544 |     386 |        1 |         35 | Regular   |
|   1545 |     387 |        2 |         34 | Corner    |
|   1546 |     387 |        2 |         26 | Regular   |
|   1547 |     387 |        2 |         84 | Free-kick |
|   1548 |     387 |        2 |         20 | Free-kick |
|   1549 |     388 |        7 |         58 | Regular   |
|   1550 |     388 |        7 |         34 | Free-kick |
|   1551 |     388 |        3 |         29 | Regular   |
|   1552 |     388 |        3 |         47 | Corner    |
|   1553 |     389 |        7 |         70 | Regular   |
|   1554 |     389 |        7 |         23 | Regular   |
|   1555 |     389 |        4 |         50 | Corner    |
|   1556 |     389 |        4 |         11 | Free-kick |
|   1557 |     390 |        7 |         10 | Free-kick |
|   1558 |     390 |        5 |         55 | Free-kick |
|   1559 |     390 |        5 |         36 | Corner    |
|   1560 |     390 |        5 |         17 | Free-kick |
|   1561 |     391 |        6 |         24 | Regular   |
|   1562 |     391 |        6 |         21 | Free-kick |
|   1563 |     391 |        6 |         23 | Regular   |
|   1564 |     391 |        6 |         52 | Regular   |
|   1565 |     392 |        7 |         33 | Corner    |
|   1566 |     392 |        7 |         43 | Regular   |
|   1567 |     392 |        8 |         65 | Regular   |
|   1568 |     392 |        8 |         73 | Corner    |
|   1569 |     393 |        8 |         35 | Regular   |
|   1570 |     393 |        1 |         17 | Corner    |
|   1571 |     393 |        1 |          9 | Regular   |
|   1572 |     393 |        1 |          1 | Free-kick |
|   1573 |     394 |        2 |         26 | Free-kick |
|   1574 |     394 |        2 |         47 | Free-kick |
|   1575 |     394 |        2 |          7 | Free-kick |
|   1576 |     394 |        2 |         69 | Corner    |
|   1577 |     395 |        8 |         84 | Free-kick |
|   1578 |     395 |        3 |         17 | Corner    |
|   1579 |     395 |        3 |         24 | Regular   |
|   1580 |     395 |        3 |         10 | Corner    |
|   1581 |     396 |        8 |         33 | Corner    |
|   1582 |     396 |        8 |         10 | Corner    |
|   1583 |     396 |        4 |         42 | Free-kick |
|   1584 |     396 |        4 |         53 | Corner    |
|   1585 |     397 |        8 |         20 | Regular   |
|   1586 |     397 |        8 |         53 | Regular   |
|   1587 |     397 |        5 |         77 | Regular   |
|   1588 |     397 |        5 |         23 | Free-kick |
|   1589 |     398 |        8 |         85 | Corner    |
|   1590 |     398 |        6 |          0 | Corner    |
|   1591 |     398 |        6 |          0 | Regular   |
|   1592 |     398 |        6 |          2 | Corner    |
|   1593 |     399 |        8 |          1 | Free-kick |
|   1594 |     399 |        8 |         27 | Free-kick |
|   1595 |     399 |        7 |         84 | Regular   |
|   1596 |     399 |        7 |         26 | Free-kick |
|   1597 |     400 |        1 |         45 | Free-kick |
|   1598 |     400 |        1 |          5 | Free-kick |
|   1599 |     400 |        1 |         14 | Corner    |
|   1600 |     400 |        1 |         34 | Free-kick |
|   1601 |     401 |        8 |         26 | Regular   |
|   1602 |     401 |        8 |         89 | Corner    |
|   1603 |     401 |        2 |         64 | Corner    |
|   1604 |     401 |        2 |         49 | Corner    |
|   1605 |     402 |        8 |         43 | Free-kick |
|   1606 |     402 |        8 |         65 | Regular   |
|   1607 |     402 |        8 |         39 | Regular   |
|   1608 |     402 |        3 |         84 | Regular   |
|   1609 |     403 |        8 |         74 | Free-kick |
|   1610 |     403 |        8 |         13 | Free-kick |
|   1611 |     403 |        4 |         71 | Free-kick |
|   1612 |     403 |        4 |         25 | Free-kick |
|   1613 |     404 |        8 |         43 | Corner    |
|   1614 |     404 |        8 |         55 | Corner    |
|   1615 |     404 |        8 |         29 | Corner    |
|   1616 |     404 |        5 |         67 | Corner    |
|   1617 |     405 |        8 |         76 | Corner    |
|   1618 |     405 |        8 |         24 | Corner    |
|   1619 |     405 |        6 |          0 | Corner    |
|   1620 |     405 |        6 |         71 | Regular   |
|   1621 |     406 |        7 |         79 | Corner    |
|   1622 |     406 |        7 |         22 | Corner    |
|   1623 |     406 |        7 |         25 | Corner    |
|   1624 |     406 |        7 |         48 | Corner    |
|   1625 |     407 |        8 |         36 | Free-kick |
|   1626 |     407 |        8 |         18 | Regular   |
|   1627 |     407 |        8 |         35 | Free-kick |
|   1628 |     407 |        1 |         63 | Free-kick |
|   1629 |     408 |        8 |         20 | Free-kick |
|   1630 |     408 |        2 |         79 | Corner    |
|   1631 |     408 |        2 |         60 | Free-kick |
|   1632 |     408 |        2 |         50 | Regular   |
|   1633 |     409 |        3 |         77 | Corner    |
|   1634 |     409 |        3 |         41 | Free-kick |
|   1635 |     409 |        3 |         66 | Regular   |
|   1636 |     409 |        3 |          3 | Regular   |
|   1637 |     410 |        8 |         38 | Corner    |
|   1638 |     410 |        8 |         36 | Free-kick |
|   1639 |     410 |        4 |          7 | Free-kick |
|   1640 |     410 |        4 |          0 | Free-kick |
|   1641 |     411 |        8 |          3 | Regular   |
|   1642 |     411 |        5 |         86 | Regular   |
|   1643 |     411 |        5 |         84 | Corner    |
|   1644 |     411 |        5 |          5 | Free-kick |
|   1645 |     412 |        6 |         11 | Regular   |
|   1646 |     412 |        6 |         70 | Regular   |
|   1647 |     412 |        6 |         43 | Regular   |
|   1648 |     412 |        6 |         52 | Corner    |
|   1649 |     413 |        8 |         69 | Corner    |
|   1650 |     413 |        7 |         22 | Corner    |
|   1651 |     413 |        7 |         46 | Free-kick |
|   1652 |     413 |        7 |         22 | Corner    |
|   1653 |     414 |        8 |         88 | Free-kick |
|   1654 |     414 |        8 |         21 | Free-kick |
|   1655 |     414 |        1 |         34 | Regular   |
|   1656 |     414 |        1 |         52 | Regular   |
|   1657 |     415 |        8 |         26 | Corner    |
|   1658 |     415 |        2 |         42 | Corner    |
|   1659 |     415 |        2 |          9 | Free-kick |
|   1660 |     415 |        2 |         40 | Free-kick |
|   1661 |     416 |        8 |         84 | Free-kick |
|   1662 |     416 |        8 |         82 | Regular   |
|   1663 |     416 |        8 |         32 | Corner    |
|   1664 |     416 |        3 |          5 | Free-kick |
|   1665 |     417 |        4 |         67 | Corner    |
|   1666 |     417 |        4 |         24 | Regular   |
|   1667 |     417 |        4 |          5 | Corner    |
|   1668 |     417 |        4 |         45 | Regular   |
|   1669 |     418 |        5 |          7 | Regular   |
|   1670 |     418 |        5 |         25 | Corner    |
|   1671 |     418 |        5 |         67 | Free-kick |
|   1672 |     418 |        5 |         31 | Regular   |
|   1673 |     419 |        8 |         84 | Corner    |
|   1674 |     419 |        8 |         75 | Corner    |
|   1675 |     419 |        6 |         21 | Free-kick |
|   1676 |     419 |        6 |         38 | Regular   |
|   1677 |     420 |        8 |         47 | Free-kick |
|   1678 |     420 |        8 |          2 | Regular   |
|   1679 |     420 |        7 |         34 | Free-kick |
|   1680 |     420 |        7 |         67 | Free-kick |
|   1681 |     421 |        1 |         24 | Free-kick |
|   1682 |     421 |        1 |         55 | Free-kick |
|   1683 |     421 |        1 |         71 | Corner    |
|   1684 |     421 |        1 |          2 | Free-kick |
|   1685 |     422 |        8 |         20 | Free-kick |
|   1686 |     422 |        8 |         32 | Corner    |
|   1687 |     422 |        2 |          0 | Free-kick |
|   1688 |     422 |        2 |         30 | Regular   |
|   1689 |     423 |        8 |         19 | Regular   |
|   1690 |     423 |        8 |         14 | Free-kick |
|   1691 |     423 |        3 |         86 | Regular   |
|   1692 |     423 |        3 |         71 | Free-kick |
|   1693 |     424 |        4 |         87 | Regular   |
|   1694 |     424 |        4 |         53 | Regular   |
|   1695 |     424 |        4 |         11 | Free-kick |
|   1696 |     424 |        4 |         83 | Regular   |
|   1697 |     425 |        8 |         27 | Regular   |
|   1698 |     425 |        5 |         39 | Regular   |
|   1699 |     425 |        5 |          8 | Corner    |
|   1700 |     425 |        5 |         82 | Corner    |
|   1701 |     426 |        8 |         54 | Free-kick |
|   1702 |     426 |        8 |         17 | Regular   |
|   1703 |     426 |        6 |          9 | Regular   |
|   1704 |     426 |        6 |         73 | Regular   |
|   1705 |     427 |        8 |         18 | Free-kick |
|   1706 |     427 |        8 |         64 | Corner    |
|   1707 |     427 |        8 |         72 | Corner    |
|   1708 |     427 |        7 |         85 | Corner    |
|   1709 |     428 |        8 |         48 | Regular   |
|   1710 |     428 |        8 |         30 | Regular   |
|   1711 |     428 |        8 |         44 | Regular   |
|   1712 |     428 |        1 |         88 | Corner    |
|   1713 |     429 |        8 |          9 | Regular   |
|   1714 |     429 |        2 |         69 | Regular   |
|   1715 |     429 |        2 |         10 | Regular   |
|   1716 |     429 |        2 |         31 | Free-kick |
|   1717 |     430 |        8 |         53 | Free-kick |
|   1718 |     430 |        8 |         44 | Regular   |
|   1719 |     430 |        8 |         24 | Regular   |
|   1720 |     430 |        3 |         46 | Corner    |
|   1721 |     431 |        4 |         46 | Corner    |
|   1722 |     431 |        4 |         65 | Corner    |
|   1723 |     431 |        4 |         56 | Corner    |
|   1724 |     431 |        4 |         63 | Free-kick |
|   1725 |     432 |        8 |         35 | Corner    |
|   1726 |     432 |        5 |         80 | Regular   |
|   1727 |     432 |        5 |         73 | Corner    |
|   1728 |     432 |        5 |         62 | Free-kick |
|   1729 |     433 |        6 |         35 | Regular   |
|   1730 |     433 |        6 |         15 | Regular   |
|   1731 |     433 |        6 |         44 | Regular   |
|   1732 |     433 |        6 |          8 | Regular   |
|   1733 |     434 |        8 |         10 | Regular   |
|   1734 |     434 |        8 |         63 | Free-kick |
|   1735 |     434 |        7 |         51 | Corner    |
|   1736 |     434 |        7 |          2 | Corner    |
|   1737 |     435 |        1 |         30 | Regular   |
|   1738 |     435 |        1 |          8 | Free-kick |
|   1739 |     435 |        1 |         29 | Corner    |
|   1740 |     435 |        1 |         53 | Free-kick |
|   1741 |     436 |        8 |          8 | Corner    |
|   1742 |     436 |        8 |         48 | Corner    |
|   1743 |     436 |        2 |         46 | Corner    |
|   1744 |     436 |        2 |         33 | Free-kick |
|   1745 |     437 |        3 |         87 | Free-kick |
|   1746 |     437 |        3 |          0 | Regular   |
|   1747 |     437 |        3 |         12 | Regular   |
|   1748 |     437 |        3 |         42 | Free-kick |
|   1749 |     438 |        8 |         86 | Free-kick |
|   1750 |     438 |        8 |         19 | Corner    |
|   1751 |     438 |        4 |         11 | Regular   |
|   1752 |     438 |        4 |         25 | Regular   |
|   1753 |     439 |        8 |         16 | Regular   |
|   1754 |     439 |        5 |         40 | Regular   |
|   1755 |     439 |        5 |         37 | Free-kick |
|   1756 |     439 |        5 |         20 | Regular   |
|   1757 |     440 |        8 |         49 | Corner    |
|   1758 |     440 |        8 |         22 | Corner    |
|   1759 |     440 |        6 |         74 | Corner    |
|   1760 |     440 |        6 |          3 | Regular   |
|   1761 |     441 |        7 |         19 | Free-kick |
|   1762 |     441 |        7 |         18 | Regular   |
|   1763 |     441 |        7 |         86 | Corner    |
|   1764 |     441 |        7 |         21 | Corner    |
|   1765 |     442 |        1 |         40 | Free-kick |
|   1766 |     442 |        1 |         26 | Free-kick |
|   1767 |     442 |        1 |         15 | Free-kick |
|   1768 |     442 |        1 |         64 | Regular   |
|   1769 |     443 |        8 |         76 | Regular   |
|   1770 |     443 |        2 |         40 | Regular   |
|   1771 |     443 |        2 |          1 | Corner    |
|   1772 |     443 |        2 |         36 | Regular   |
|   1773 |     444 |        3 |          0 | Corner    |
|   1774 |     444 |        3 |         12 | Corner    |
|   1775 |     444 |        3 |         62 | Free-kick |
|   1776 |     444 |        3 |         10 | Corner    |
|   1777 |     445 |        4 |         70 | Regular   |
|   1778 |     445 |        4 |         11 | Regular   |
|   1779 |     445 |        4 |         41 | Corner    |
|   1780 |     445 |        4 |         13 | Regular   |
|   1781 |     446 |        5 |         30 | Free-kick |
|   1782 |     446 |        5 |         79 | Regular   |
|   1783 |     446 |        5 |         55 | Regular   |
|   1784 |     446 |        5 |         21 | Regular   |
|   1785 |     447 |        8 |          8 | Free-kick |
|   1786 |     447 |        6 |         32 | Regular   |
|   1787 |     447 |        6 |         50 | Regular   |
|   1788 |     447 |        6 |         44 | Regular   |
|   1789 |     448 |        7 |         75 | Regular   |
|   1790 |     448 |        7 |          1 | Free-kick |
|   1791 |     448 |        7 |          1 | Corner    |
|   1792 |     448 |        7 |         74 | Corner    |
+--------+---------+----------+------------+-----------+
1792 rows in set (0.00 sec)

mysql> select * from Goals;[1P;[1P;[1P;[1P;[1P;F;o;u;l;s;
+--------+---------+----------+------------+--------+
| FoulID | MatchID | PlayerID | Time_Stamp | Card   |
+--------+---------+----------+------------+--------+
|      0 |       1 |        1 |         33 | Red    |
|      1 |       1 |        1 |         55 | Red    |
|      2 |       1 |        1 |         37 | Red    |
|      3 |       1 |        2 |          1 | Yellow |
|      4 |       1 |        2 |         36 | Yellow |
|      5 |       1 |        2 |          6 | Red    |
|      6 |       2 |        3 |         20 | Red    |
|      7 |       2 |        3 |         85 | Yellow |
|      8 |       2 |        3 |         39 | Yellow |
|      9 |       2 |        3 |         62 | Yellow |
|     10 |       2 |        3 |         70 | Yellow |
|     11 |       2 |        3 |          9 | Red    |
|     12 |       3 |        1 |         32 | Red    |
|     13 |       3 |        1 |         73 | Red    |
|     14 |       3 |        1 |         53 | Red    |
|     15 |       3 |        4 |         27 | Red    |
|     16 |       3 |        4 |         66 | Red    |
|     17 |       3 |        4 |         45 | Red    |
|     18 |       4 |        1 |          8 | Red    |
|     19 |       4 |        1 |          1 | Red    |
|     20 |       4 |        1 |         25 | Red    |
|     21 |       4 |        5 |         75 | Yellow |
|     22 |       4 |        5 |         63 | Yellow |
|     23 |       4 |        5 |         23 | Red    |
|     24 |       5 |        1 |         10 | Red    |
|     25 |       5 |        1 |         12 | Red    |
|     26 |       5 |        1 |         47 | Red    |
|     27 |       5 |        6 |         25 | Yellow |
|     28 |       5 |        6 |          8 | Yellow |
|     29 |       5 |        6 |         66 | Red    |
|     30 |       6 |        1 |         65 | Yellow |
|     31 |       6 |        1 |         30 | Yellow |
|     32 |       6 |        1 |         45 | Red    |
|     33 |       6 |        7 |         50 | Yellow |
|     34 |       6 |        7 |         27 | Red    |
|     35 |       6 |        7 |         89 | Red    |
|     36 |       7 |        1 |         68 | Yellow |
|     37 |       7 |        1 |         37 | Red    |
|     38 |       7 |        1 |         26 | Red    |
|     39 |       7 |        8 |         32 | Red    |
|     40 |       7 |        8 |          6 | Yellow |
|     41 |       7 |        8 |          3 | Red    |
|     42 |       8 |        1 |         11 | Red    |
|     43 |       8 |        1 |         76 | Yellow |
|     44 |       8 |        1 |         62 | Yellow |
|     45 |       8 |        2 |         82 | Red    |
|     46 |       8 |        2 |         60 | Red    |
|     47 |       8 |        2 |         71 | Yellow |
|     48 |       9 |        1 |          3 | Red    |
|     49 |       9 |        1 |         71 | Red    |
|     50 |       9 |        1 |         26 | Red    |
|     51 |       9 |        3 |         42 | Yellow |
|     52 |       9 |        3 |         50 | Yellow |
|     53 |       9 |        3 |         23 | Red    |
|     54 |      10 |        4 |         41 | Red    |
|     55 |      10 |        4 |         34 | Red    |
|     56 |      10 |        4 |         33 | Yellow |
|     57 |      10 |        4 |         66 | Yellow |
|     58 |      10 |        4 |         34 | Yellow |
|     59 |      10 |        4 |         82 | Yellow |
|     60 |      11 |        5 |         13 | Yellow |
|     61 |      11 |        5 |         68 | Yellow |
|     62 |      11 |        5 |          0 | Yellow |
|     63 |      11 |        5 |         53 | Yellow |
|     64 |      11 |        5 |         56 | Yellow |
|     65 |      11 |        5 |         52 | Yellow |
|     66 |      12 |        1 |          6 | Yellow |
|     67 |      12 |        1 |         87 | Red    |
|     68 |      12 |        1 |         42 | Yellow |
|     69 |      12 |        6 |          6 | Yellow |
|     70 |      12 |        6 |         16 | Yellow |
|     71 |      12 |        6 |         18 | Yellow |
|     72 |      13 |        7 |         52 | Red    |
|     73 |      13 |        7 |         65 | Yellow |
|     74 |      13 |        7 |         77 | Red    |
|     75 |      13 |        7 |         22 | Yellow |
|     76 |      13 |        7 |          4 | Red    |
|     77 |      13 |        7 |         78 | Yellow |
|     78 |      14 |        1 |          7 | Yellow |
|     79 |      14 |        1 |         76 | Red    |
|     80 |      14 |        1 |         35 | Yellow |
|     81 |      14 |        8 |         31 | Yellow |
|     82 |      14 |        8 |          1 | Red    |
|     83 |      14 |        8 |         45 | Red    |
|     84 |      15 |        2 |         88 | Red    |
|     85 |      15 |        2 |         43 | Red    |
|     86 |      15 |        2 |          3 | Yellow |
|     87 |      15 |        2 |         30 | Red    |
|     88 |      15 |        2 |          4 | Yellow |
|     89 |      15 |        2 |         80 | Yellow |
|     90 |      16 |        1 |         38 | Yellow |
|     91 |      16 |        3 |         57 | Yellow |
|     92 |      16 |        3 |         46 | Red    |
|     93 |      16 |        3 |         65 | Red    |
|     94 |      16 |        3 |         68 | Red    |
|     95 |      16 |        3 |         28 | Yellow |
|     96 |      17 |        4 |         27 | Yellow |
|     97 |      17 |        4 |         36 | Red    |
|     98 |      17 |        4 |         13 | Yellow |
|     99 |      17 |        4 |         20 | Red    |
|    100 |      17 |        4 |         75 | Red    |
|    101 |      17 |        4 |         37 | Yellow |
|    102 |      18 |        1 |         37 | Red    |
|    103 |      18 |        1 |          1 | Red    |
|    104 |      18 |        5 |          7 | Red    |
|    105 |      18 |        5 |         56 | Yellow |
|    106 |      18 |        5 |          0 | Red    |
|    107 |      18 |        5 |          8 | Yellow |
|    108 |      19 |        1 |         42 | Red    |
|    109 |      19 |        1 |         55 | Red    |
|    110 |      19 |        1 |         19 | Red    |
|    111 |      19 |        1 |         49 | Red    |
|    112 |      19 |        6 |         17 | Yellow |
|    113 |      19 |        6 |         71 | Yellow |
|    114 |      20 |        1 |         89 | Yellow |
|    115 |      20 |        1 |          7 | Red    |
|    116 |      20 |        1 |         62 | Red    |
|    117 |      20 |        1 |         45 | Red    |
|    118 |      20 |        1 |         74 | Yellow |
|    119 |      20 |        7 |         19 | Red    |
|    120 |      21 |        8 |         15 | Yellow |
|    121 |      21 |        8 |         89 | Red    |
|    122 |      21 |        8 |         84 | Red    |
|    123 |      21 |        8 |          8 | Red    |
|    124 |      21 |        8 |         55 | Red    |
|    125 |      21 |        8 |         31 | Red    |
|    126 |      22 |        2 |         38 | Red    |
|    127 |      22 |        2 |         56 | Yellow |
|    128 |      22 |        2 |          1 | Yellow |
|    129 |      22 |        2 |         24 | Red    |
|    130 |      22 |        2 |          3 | Red    |
|    131 |      22 |        2 |         55 | Red    |
|    132 |      23 |        1 |         10 | Red    |
|    133 |      23 |        1 |          2 | Yellow |
|    134 |      23 |        1 |         75 | Yellow |
